,year,hh_address,farmer_id,foodsec,location_type,location_name
54,2021,FAK-03-080,0fbaa4a57ce0fe961714b08d36eff3a87f266b291ed,Moderately food insecure ,country,Niger
55,2021,FAK-03-080,0fbaa4a57ce0fe961714b08d36eff3a87f266b291ed,Moderately food insecure ,site,Fakara
56,2021,FAK-03-080,0fbaa4a57ce0fe961714b08d36eff3a87f266b291ed,Moderately food insecure ,community,Kampa Zarma
57,2021,FAK-03-030,107a9c55784f3b081d50c0a5ab9fae8d99b8dc3ca45,Food secure ,region,West Africa
58,2021,FAK-03-030,107a9c55784f3b081d50c0a5ab9fae8d99b8dc3ca45,Food secure ,country,Niger
59,2021,FAK-03-030,107a9c55784f3b081d50c0a5ab9fae8d99b8dc3ca45,Food secure ,site,Fakara
60,2021,FAK-03-030,107a9c55784f3b081d50c0a5ab9fae8d99b8dc3ca45,Food secure ,community,Kampa Zarma
61,2021,FAK-01-012,13fa61f57d58968333712c5518357802c5c1575be2e,Severely food insecure ,region,West Africa
62,2021,FAK-01-012,13fa61f57d58968333712c5518357802c5c1575be2e,Severely food insecure ,country,Niger
63,2021,FAK-01-012,13fa61f57d58968333712c5518357802c5c1575be2e,Severely food insecure ,site,Fakara
64,2021,FAK-01-012,13fa61f57d58968333712c5518357802c5c1575be2e,Severely food insecure ,community,Touliel
65,2021,FAK-03-040,16fa2de574cb120f338a72678a533ff1e7083b2bcdb,Severely food insecure ,region,West Africa
66,2021,FAK-03-040,16fa2de574cb120f338a72678a533ff1e7083b2bcdb,Severely food insecure ,country,Niger
67,2021,FAK-03-040,16fa2de574cb120f338a72678a533ff1e7083b2bcdb,Severely food insecure ,site,Fakara
68,2021,FAK-03-040,16fa2de574cb120f338a72678a533ff1e7083b2bcdb,Severely food insecure ,community,Kampa Zarma
69,2021,FAK-03-056,190a3f257f490c106244d0d3711b15cf550f83b16cd,Severely food insecure ,region,West Africa
70,2021,FAK-03-056,190a3f257f490c106244d0d3711b15cf550f83b16cd,Severely food insecure ,country,Niger
71,2021,FAK-03-056,190a3f257f490c106244d0d3711b15cf550f83b16cd,Severely food insecure ,site,Fakara
72,2021,FAK-03-056,190a3f257f490c106244d0d3711b15cf550f83b16cd,Severely food insecure ,community,Kampa Zarma
73,2021,FAK-05-003,1d7ab2057bb42208bf07ceed102776ef08d2bedeafd,Severely food insecure ,region,West Africa
74,2021,FAK-05-003,1d7ab2057bb42208bf07ceed102776ef08d2bedeafd,Severely food insecure ,country,Niger
75,2021,FAK-05-003,1d7ab2057bb42208bf07ceed102776ef08d2bedeafd,Severely food insecure ,site,Fakara
76,2021,FAK-05-003,1d7ab2057bb42208bf07ceed102776ef08d2bedeafd,Severely food insecure ,community,Maourey Kouara Zeno 
77,2021,FAK-03-008,1dba7f55700bfa1930bd67f47c6074adddc105b08b4,Severely food insecure ,region,West Africa
78,2021,FAK-03-008,1dba7f55700bfa1930bd67f47c6074adddc105b08b4,Severely food insecure ,country,Niger
79,2021,FAK-03-008,1dba7f55700bfa1930bd67f47c6074adddc105b08b4,Severely food insecure ,site,Fakara
80,2021,FAK-03-008,1dba7f55700bfa1930bd67f47c6074adddc105b08b4,Severely food insecure ,community,Kampa Zarma
81,2021,FAK-06-012,1f6abde57377921347fd9497cfe8cc061f7c8734c38,Moderately food insecure ,region,West Africa
82,2021,FAK-06-012,1f6abde57377921347fd9497cfe8cc061f7c8734c38,Moderately food insecure ,country,Niger
83,2021,FAK-06-012,1f6abde57377921347fd9497cfe8cc061f7c8734c38,Moderately food insecure ,site,Fakara
84,2021,FAK-06-012,1f6abde57377921347fd9497cfe8cc061f7c8734c38,Moderately food insecure ,community,Kida Tafa Kouara 
85,2021,FAK-03-042,22ea724574cb697d3f655c3957be77e76dc438dffcd,Severely food insecure ,region,West Africa
86,2021,FAK-03-042,22ea724574cb697d3f655c3957be77e76dc438dffcd,Severely food insecure ,country,Niger
87,2021,FAK-03-042,22ea724574cb697d3f655c3957be77e76dc438dffcd,Severely food insecure ,site,Fakara
88,2021,FAK-03-042,22ea724574cb697d3f655c3957be77e76dc438dffcd,Severely food insecure ,community,Kampa Zarma
89,2021,FAK-04-011,25aaf7d57d6837fd82cb7d0fb42e94b81c9cbfb9ec8,Moderately food insecure ,region,West Africa
90,2021,FAK-04-011,25aaf7d57d6837fd82cb7d0fb42e94b81c9cbfb9ec8,Moderately food insecure ,country,Niger
91,2021,FAK-04-011,25aaf7d57d6837fd82cb7d0fb42e94b81c9cbfb9ec8,Moderately food insecure ,site,Fakara
92,2021,FAK-04-011,25aaf7d57d6837fd82cb7d0fb42e94b81c9cbfb9ec8,Moderately food insecure ,community,Tigo Zeno
93,2021,FAK-03-038,269a5ea57e01878e1d47d043669f1788643877cc646,Severely food insecure ,region,West Africa
94,2021,FAK-03-038,269a5ea57e01878e1d47d043669f1788643877cc646,Severely food insecure ,country,Niger
95,2021,FAK-03-038,269a5ea57e01878e1d47d043669f1788643877cc646,Severely food insecure ,site,Fakara
96,2021,FAK-03-038,269a5ea57e01878e1d47d043669f1788643877cc646,Severely food insecure ,community,Kampa Zarma
97,2021,FAK-07-008,295add1571fb608fcff5b61ef9ed1d3d4029e111aa6,Food secure ,region,West Africa
98,2021,FAK-07-008,295add1571fb608fcff5b61ef9ed1d3d4029e111aa6,Food secure ,country,Niger
99,2021,FAK-07-008,295add1571fb608fcff5b61ef9ed1d3d4029e111aa6,Food secure ,site,Fakara
100,2021,FAK-07-008,295add1571fb608fcff5b61ef9ed1d3d4029e111aa6,Food secure ,community,Dey Tegui
101,2021,FAK-02-002,2a7a9de5777af415f6ff57cf99c66f4029b3ffbe703,Food secure ,region,West Africa
102,2021,FAK-02-002,2a7a9de5777af415f6ff57cf99c66f4029b3ffbe703,Food secure ,country,Niger
103,2021,FAK-02-002,2a7a9de5777af415f6ff57cf99c66f4029b3ffbe703,Food secure ,site,Fakara
104,2021,FAK-02-002,2a7a9de5777af415f6ff57cf99c66f4029b3ffbe703,Food secure ,community,Baboussay
105,2021,FAK-02-013,2bfa0b957290b57189effabdc7fe51f5176bc9b94fa,Severely food insecure ,region,West Africa
106,2021,FAK-02-013,2bfa0b957290b57189effabdc7fe51f5176bc9b94fa,Severely food insecure ,country,Niger
107,2021,FAK-02-013,2bfa0b957290b57189effabdc7fe51f5176bc9b94fa,Severely food insecure ,site,Fakara
108,2021,FAK-02-013,2bfa0b957290b57189effabdc7fe51f5176bc9b94fa,Severely food insecure ,community,Baboussay
109,2021,FAK-03-036,2f8a4be57845c533c8d7eac5334e7ff20076d0303cf,Food secure ,region,West Africa
110,2021,FAK-03-036,2f8a4be57845c533c8d7eac5334e7ff20076d0303cf,Food secure ,country,Niger
111,2021,FAK-03-036,2f8a4be57845c533c8d7eac5334e7ff20076d0303cf,Food secure ,site,Fakara
112,2021,FAK-03-036,2f8a4be57845c533c8d7eac5334e7ff20076d0303cf,Food secure ,community,Kampa Zarma
113,2021,FAK-03-028,2ffaebd57c40acb02287e31a10c9e92eda231aa2d7b,Severely food insecure ,region,West Africa
114,2021,FAK-03-028,2ffaebd57c40acb02287e31a10c9e92eda231aa2d7b,Severely food insecure ,country,Niger
115,2021,FAK-03-028,2ffaebd57c40acb02287e31a10c9e92eda231aa2d7b,Severely food insecure ,site,Fakara
116,2021,FAK-03-028,2ffaebd57c40acb02287e31a10c9e92eda231aa2d7b,Severely food insecure ,community,Kampa Zarma
117,2021,FAK-07-018,33caeab5795a4f1e19edd0017920e8a490933323a1f,Severely food insecure ,region,West Africa
118,2021,FAK-07-018,33caeab5795a4f1e19edd0017920e8a490933323a1f,Severely food insecure ,country,Niger
119,2021,FAK-07-018,33caeab5795a4f1e19edd0017920e8a490933323a1f,Severely food insecure ,site,Fakara
120,2021,FAK-07-018,33caeab5795a4f1e19edd0017920e8a490933323a1f,Severely food insecure ,community,Dey Tegui
121,2021,FAK-03-004,352abf55722639df3162a33c757a6f5522d08c70124,Food secure ,region,West Africa
122,2021,FAK-03-004,352abf55722639df3162a33c757a6f5522d08c70124,Food secure ,country,Niger
123,2021,FAK-03-004,352abf55722639df3162a33c757a6f5522d08c70124,Food secure ,site,Fakara
124,2021,FAK-03-004,352abf55722639df3162a33c757a6f5522d08c70124,Food secure ,community,Kampa Zarma
125,2021,FAK-04-006,360a8d1578ca337ed5fc52c33d3cd205012e7e284e8,Severely food insecure ,region,West Africa
126,2021,FAK-04-006,360a8d1578ca337ed5fc52c33d3cd205012e7e284e8,Severely food insecure ,country,Niger
127,2021,FAK-04-006,360a8d1578ca337ed5fc52c33d3cd205012e7e284e8,Severely food insecure ,site,Fakara
128,2021,FAK-04-006,360a8d1578ca337ed5fc52c33d3cd205012e7e284e8,Severely food insecure ,community,Tigo Zeno
129,2021,FAK-03-024,3d7a22957bbe1e86907b4b8f537cca5802693084e67,Severely food insecure ,region,West Africa
130,2021,FAK-03-024,3d7a22957bbe1e86907b4b8f537cca5802693084e67,Severely food insecure ,country,Niger
131,2021,FAK-03-024,3d7a22957bbe1e86907b4b8f537cca5802693084e67,Severely food insecure ,site,Fakara
132,2021,FAK-03-024,3d7a22957bbe1e86907b4b8f537cca5802693084e67,Severely food insecure ,community,Kampa Zarma
133,2021,FAK-07-016,3e3ae9057a9afba8952b41b17770af4ecee2dc072d6,Food secure ,region,West Africa
134,2021,FAK-07-016,3e3ae9057a9afba8952b41b17770af4ecee2dc072d6,Food secure ,country,Niger
135,2021,FAK-07-016,3e3ae9057a9afba8952b41b17770af4ecee2dc072d6,Food secure ,site,Fakara
136,2021,FAK-07-016,3e3ae9057a9afba8952b41b17770af4ecee2dc072d6,Food secure ,community,Dey Tegui
137,2021,FAK-02-020,40cacb4574c720af08d3d7a55f79d8fcbb6abb4f8a4,Moderately food insecure ,region,West Africa
138,2021,FAK-02-020,40cacb4574c720af08d3d7a55f79d8fcbb6abb4f8a4,Moderately food insecure ,country,Niger
139,2021,FAK-02-020,40cacb4574c720af08d3d7a55f79d8fcbb6abb4f8a4,Moderately food insecure ,site,Fakara
140,2021,FAK-02-020,40cacb4574c720af08d3d7a55f79d8fcbb6abb4f8a4,Moderately food insecure ,community,Baboussay
141,2021,FAK-06-010,418ab3b57b84609a24332c23501933e547a3249dd2c,Severely food insecure ,region,West Africa
142,2021,FAK-06-010,418ab3b57b84609a24332c23501933e547a3249dd2c,Severely food insecure ,country,Niger
143,2021,FAK-06-010,418ab3b57b84609a24332c23501933e547a3249dd2c,Severely food insecure ,site,Fakara
144,2021,FAK-06-010,418ab3b57b84609a24332c23501933e547a3249dd2c,Severely food insecure ,community,Kida Tafa Kouara 
145,2021,FAK-01-007,42dac9f577596f8eae7ce6d53aa8b7ae5790d6b32bb,Severely food insecure ,region,West Africa
146,2021,FAK-01-007,42dac9f577596f8eae7ce6d53aa8b7ae5790d6b32bb,Severely food insecure ,country,Niger
147,2021,FAK-01-007,42dac9f577596f8eae7ce6d53aa8b7ae5790d6b32bb,Severely food insecure ,site,Fakara
148,2021,FAK-01-007,42dac9f577596f8eae7ce6d53aa8b7ae5790d6b32bb,Severely food insecure ,community,Touliel
149,2021,FAK-01-005,49ba817578444ca422b9848abe434f3f9eed485d5da,Food secure ,region,West Africa
150,2021,FAK-01-005,49ba817578444ca422b9848abe434f3f9eed485d5da,Food secure ,country,Niger
151,2021,FAK-01-005,49ba817578444ca422b9848abe434f3f9eed485d5da,Food secure ,site,Fakara
152,2021,FAK-01-005,49ba817578444ca422b9848abe434f3f9eed485d5da,Food secure ,community,Touliel
153,2021,FAK-03-062,4a4aa335709b609b7945c73bc05153ac7a15ed29631,Severely food insecure ,region,West Africa
154,2021,FAK-03-062,4a4aa335709b609b7945c73bc05153ac7a15ed29631,Severely food insecure ,country,Niger
155,2021,FAK-03-062,4a4aa335709b609b7945c73bc05153ac7a15ed29631,Severely food insecure ,site,Fakara
156,2021,FAK-03-062,4a4aa335709b609b7945c73bc05153ac7a15ed29631,Severely food insecure ,community,Kampa Zarma
157,2021,FAK-03-037,4c2a4db57ca8f53b101b95f3eb960266df054ddfd95,Moderately food insecure ,region,West Africa
158,2021,FAK-03-037,4c2a4db57ca8f53b101b95f3eb960266df054ddfd95,Moderately food insecure ,country,Niger
159,2021,FAK-03-037,4c2a4db57ca8f53b101b95f3eb960266df054ddfd95,Moderately food insecure ,site,Fakara
160,2021,FAK-03-037,4c2a4db57ca8f53b101b95f3eb960266df054ddfd95,Moderately food insecure ,community,Kampa Zarma
161,2021,FAK-06-008,4f0a097576eabdda5b05a7a65f8a4baddc2e2a89aa6,Severely food insecure ,region,West Africa
162,2021,FAK-06-008,4f0a097576eabdda5b05a7a65f8a4baddc2e2a89aa6,Severely food insecure ,country,Niger
163,2021,FAK-06-008,4f0a097576eabdda5b05a7a65f8a4baddc2e2a89aa6,Severely food insecure ,site,Fakara
164,2021,FAK-06-008,4f0a097576eabdda5b05a7a65f8a4baddc2e2a89aa6,Severely food insecure ,community,Kida Tafa Kouara 
165,2021,FAK-03-055,534a85057e68ab834c7a57b73d1288b3559e37f550d,Severely food insecure ,region,West Africa
166,2021,FAK-03-055,534a85057e68ab834c7a57b73d1288b3559e37f550d,Severely food insecure ,country,Niger
167,2021,FAK-03-055,534a85057e68ab834c7a57b73d1288b3559e37f550d,Severely food insecure ,site,Fakara
168,2021,FAK-03-055,534a85057e68ab834c7a57b73d1288b3559e37f550d,Severely food insecure ,community,Kampa Zarma
169,2021,FAK-01-011,589ab3d57d4e4ec170d73ae0deec6cb25c09bb7d0b1,Severely food insecure ,region,West Africa
170,2021,FAK-01-011,589ab3d57d4e4ec170d73ae0deec6cb25c09bb7d0b1,Severely food insecure ,country,Niger
171,2021,FAK-01-011,589ab3d57d4e4ec170d73ae0deec6cb25c09bb7d0b1,Severely food insecure ,site,Fakara
172,2021,FAK-01-011,589ab3d57d4e4ec170d73ae0deec6cb25c09bb7d0b1,Severely food insecure ,community,Touliel
173,2021,FAK-02-007,58ca7bd579440c8e78ecd3526ab60bd3f2932e46374,Moderately food insecure ,region,West Africa
174,2021,FAK-02-007,58ca7bd579440c8e78ecd3526ab60bd3f2932e46374,Moderately food insecure ,country,Niger
175,2021,FAK-02-007,58ca7bd579440c8e78ecd3526ab60bd3f2932e46374,Moderately food insecure ,site,Fakara
176,2021,FAK-02-007,58ca7bd579440c8e78ecd3526ab60bd3f2932e46374,Moderately food insecure ,community,Baboussay
177,2021,FAK-01-010,59fa15657335464ca8a5e9ddbe75026f53eead0bbbe,Food secure ,region,West Africa
178,2021,FAK-01-010,59fa15657335464ca8a5e9ddbe75026f53eead0bbbe,Food secure ,country,Niger
179,2021,FAK-01-010,59fa15657335464ca8a5e9ddbe75026f53eead0bbbe,Food secure ,site,Fakara
180,2021,FAK-01-010,59fa15657335464ca8a5e9ddbe75026f53eead0bbbe,Food secure ,community,Touliel
181,2021,FAK-05-019,5eda4bd57448955a72e5645a428da456639d49dee97,Severely food insecure ,region,West Africa
182,2021,FAK-05-019,5eda4bd57448955a72e5645a428da456639d49dee97,Severely food insecure ,country,Niger
183,2021,FAK-05-019,5eda4bd57448955a72e5645a428da456639d49dee97,Severely food insecure ,site,Fakara
184,2021,FAK-05-019,5eda4bd57448955a72e5645a428da456639d49dee97,Severely food insecure ,community,Maourey Kouara Zeno 
185,2021,FAK-02-008,5efa1b957c53b704d013e3f6870b33203e5d0753889,Moderately food insecure ,region,West Africa
186,2021,FAK-02-008,5efa1b957c53b704d013e3f6870b33203e5d0753889,Moderately food insecure ,country,Niger
187,2021,FAK-02-008,5efa1b957c53b704d013e3f6870b33203e5d0753889,Moderately food insecure ,site,Fakara
188,2021,FAK-02-008,5efa1b957c53b704d013e3f6870b33203e5d0753889,Moderately food insecure ,community,Baboussay
189,2021,FAK-01-016,656af9a57dd09c9d2bd88db7cf4f5706b60ced87882,Severely food insecure ,region,West Africa
190,2021,FAK-01-016,656af9a57dd09c9d2bd88db7cf4f5706b60ced87882,Severely food insecure ,country,Niger
191,2021,FAK-01-016,656af9a57dd09c9d2bd88db7cf4f5706b60ced87882,Severely food insecure ,site,Fakara
192,2021,FAK-01-016,656af9a57dd09c9d2bd88db7cf4f5706b60ced87882,Severely food insecure ,community,Touliel
193,2021,FAK-03-031,65ea6c457033f2c65a2f505089f43087284c7413ae1,Severely food insecure ,region,West Africa
194,2021,FAK-03-031,65ea6c457033f2c65a2f505089f43087284c7413ae1,Severely food insecure ,country,Niger
195,2021,FAK-03-031,65ea6c457033f2c65a2f505089f43087284c7413ae1,Severely food insecure ,site,Fakara
196,2021,FAK-03-031,65ea6c457033f2c65a2f505089f43087284c7413ae1,Severely food insecure ,community,Kampa Zarma
197,2021,FAK-04-005,66aa718575d8e6bb5bb5854dc0667e09d511bf00cf8,Food secure ,region,West Africa
198,2021,FAK-04-005,66aa718575d8e6bb5bb5854dc0667e09d511bf00cf8,Food secure ,country,Niger
199,2021,FAK-04-005,66aa718575d8e6bb5bb5854dc0667e09d511bf00cf8,Food secure ,site,Fakara
200,2021,FAK-04-005,66aa718575d8e6bb5bb5854dc0667e09d511bf00cf8,Food secure ,community,Tigo Zeno
201,2021,FAK-04-003,672aed557c96f599309fc09e9af5c7edb411d1da061,Severely food insecure ,region,West Africa
202,2021,FAK-04-003,672aed557c96f599309fc09e9af5c7edb411d1da061,Severely food insecure ,country,Niger
203,2021,FAK-04-003,672aed557c96f599309fc09e9af5c7edb411d1da061,Severely food insecure ,site,Fakara
204,2021,FAK-04-003,672aed557c96f599309fc09e9af5c7edb411d1da061,Severely food insecure ,community,Tigo Zeno
205,2021,FAK-03-039,6b3a20e571f2173f23a297f81c667501c0b75ef8128,Moderately food insecure ,region,West Africa
206,2021,FAK-03-039,6b3a20e571f2173f23a297f81c667501c0b75ef8128,Moderately food insecure ,country,Niger
207,2021,FAK-03-039,6b3a20e571f2173f23a297f81c667501c0b75ef8128,Moderately food insecure ,site,Fakara
208,2021,FAK-03-039,6b3a20e571f2173f23a297f81c667501c0b75ef8128,Moderately food insecure ,community,Kampa Zarma
209,2021,FAK-03-081,6deac8c5796174e528ef7bd6fac312abca714f12b09,Severely food insecure ,region,West Africa
210,2021,FAK-03-081,6deac8c5796174e528ef7bd6fac312abca714f12b09,Severely food insecure ,country,Niger
211,2021,FAK-03-081,6deac8c5796174e528ef7bd6fac312abca714f12b09,Severely food insecure ,site,Fakara
212,2021,FAK-03-081,6deac8c5796174e528ef7bd6fac312abca714f12b09,Severely food insecure ,community,Kampa Zarma
213,2021,FAK-01-008,6fbafb057cae9d6502b366f88ac192b237c307ab8f8,Food secure ,region,West Africa
214,2021,FAK-01-008,6fbafb057cae9d6502b366f88ac192b237c307ab8f8,Food secure ,country,Niger
215,2021,FAK-01-008,6fbafb057cae9d6502b366f88ac192b237c307ab8f8,Food secure ,site,Fakara
216,2021,FAK-01-008,6fbafb057cae9d6502b366f88ac192b237c307ab8f8,Food secure ,community,Touliel
217,2021,FAK-03-066,702aa235713d434640d5e7d47993e0b38d93356402c,Moderately food insecure ,region,West Africa
218,2021,FAK-03-066,702aa235713d434640d5e7d47993e0b38d93356402c,Moderately food insecure ,country,Niger
219,2021,FAK-03-066,702aa235713d434640d5e7d47993e0b38d93356402c,Moderately food insecure ,site,Fakara
220,2021,FAK-03-066,702aa235713d434640d5e7d47993e0b38d93356402c,Moderately food insecure ,community,Kampa Zarma
221,2021,FAK-06-013,71dadb157e1e7e65ac3f4d21647b23664147bb287f2,Moderately food insecure ,region,West Africa
222,2021,FAK-06-013,71dadb157e1e7e65ac3f4d21647b23664147bb287f2,Moderately food insecure ,country,Niger
223,2021,FAK-06-013,71dadb157e1e7e65ac3f4d21647b23664147bb287f2,Moderately food insecure ,site,Fakara
224,2021,FAK-06-013,71dadb157e1e7e65ac3f4d21647b23664147bb287f2,Moderately food insecure ,community,Kida Tafa Kouara 
225,2021,FAK-03-010,749aae85764b120cefbab63e745e2e653c96fd76285,Severely food insecure ,region,West Africa
226,2021,FAK-03-010,749aae85764b120cefbab63e745e2e653c96fd76285,Severely food insecure ,country,Niger
227,2021,FAK-03-010,749aae85764b120cefbab63e745e2e653c96fd76285,Severely food insecure ,site,Fakara
228,2021,FAK-03-010,749aae85764b120cefbab63e745e2e653c96fd76285,Severely food insecure ,community,Kampa Zarma
229,2021,FAK-02-006,76aa1065734e6af12d3cf8f28960a570bb91c7848c0,Severely food insecure ,region,West Africa
230,2021,FAK-02-006,76aa1065734e6af12d3cf8f28960a570bb91c7848c0,Severely food insecure ,country,Niger
231,2021,FAK-02-006,76aa1065734e6af12d3cf8f28960a570bb91c7848c0,Severely food insecure ,site,Fakara
232,2021,FAK-02-006,76aa1065734e6af12d3cf8f28960a570bb91c7848c0,Severely food insecure ,community,Baboussay
233,2021,FAK-01-004,771afe357de5744bae30685e72ef8d391b1dd463607,Severely food insecure ,region,West Africa
234,2021,FAK-01-004,771afe357de5744bae30685e72ef8d391b1dd463607,Severely food insecure ,country,Niger
235,2021,FAK-01-004,771afe357de5744bae30685e72ef8d391b1dd463607,Severely food insecure ,site,Fakara
236,2021,FAK-01-004,771afe357de5744bae30685e72ef8d391b1dd463607,Severely food insecure ,community,Touliel
237,2021,FAK-03-015,79aad6857693e00109567fda4a09d45f9ebc5b9bb65,Severely food insecure ,region,West Africa
238,2021,FAK-03-015,79aad6857693e00109567fda4a09d45f9ebc5b9bb65,Severely food insecure ,country,Niger
239,2021,FAK-03-015,79aad6857693e00109567fda4a09d45f9ebc5b9bb65,Severely food insecure ,site,Fakara
240,2021,FAK-03-015,79aad6857693e00109567fda4a09d45f9ebc5b9bb65,Severely food insecure ,community,Kampa Zarma
